_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
69b53d26c888b997643550f1,Asia,Bachelor's,N,N,89,1979,West,128639.0,Year,Y,Denied
69b547f107de1f89d642ebe1,Asia,Bachelor's,N,N,3902,2004,South,106885.79,Year,Y,Certified
69b53d26c888b997643550bc,Africa,Master's,Y,N,158,1969,Northeast,73088.46,Year,Y,Certified
69b53d26c888b99764354e62,Asia,Master's,N,N,727,1975,Northeast,104837.99,Year,Y,Certified
69b53d26c888b9976435501d,Asia,Bachelor's,Y,N,833,2007,Northeast,85801.9,Year,Y,Denied
69b53d26c888b99764355ac0,Asia,Bachelor's,N,N,2932,2007,Midwest,45797.89,Year,N,Certified
69b547f107de1f89d642d170,Asia,High School,N,N,2478,1953,Northeast,846.9207,Hour,Y,Denied
69b547f107de1f89d642b70d,North America,Bachelor's,N,N,2714,2013,South,110793.85,Year,Y,Certified
69b547f107de1f89d642b6d8,North America,Bachelor's,Y,N,505,1984,Midwest,117619.18,Year,Y,Certified
69b547f107de1f89d642d611,North America,Bachelor's,N,N,334,2009,West,104054.81,Year,Y,Denied
69b53d26c888b99764356188,Asia,Doctorate,N,N,1187,1998,South,68860.5,Year,Y,Certified
69b547f107de1f89d642c0e0,Asia,Master's,Y,N,3068,1990,South,44022.48,Year,N,Certified
69b547f107de1f89d642daca,North America,Bachelor's,Y,N,4778,2000,Northeast,60745.56,Year,Y,Certified
69b53d26c888b997643550ab,Asia,Master's,N,N,4973,1932,South,13585.39,Year,Y,Denied
69b53d27c888b997643575c4,Asia,Bachelor's,N,N,11974,1996,West,146175.43,Year,Y,Certified
69b547f107de1f89d642c339,Europe,Master's,Y,N,1914,1992,South,79855.38,Year,Y,Certified
69b547f107de1f89d642a6ce,Asia,High School,Y,N,603,2010,South,45833.71,Year,Y,Certified
69b547f107de1f89d6430516,Asia,Bachelor's,Y,Y,2860,1975,South,116287.31,Year,Y,Denied
69b53d27c888b99764356371,North America,Doctorate,N,Y,1096,1855,South,50316.73,Year,Y,Certified
69b547f107de1f89d642adbe,Asia,Master's,N,Y,2085,1946,Northeast,283.8,Year,Y,Denied
69b547f107de1f89d642e85a,Europe,Master's,Y,N,920,2004,Northeast,524.76,Year,Y,Certified
69b53d26c888b99764355646,Asia,Bachelor's,Y,N,898,1971,Midwest,121745.24,Year,Y,Denied
69b547f107de1f89d642f3f5,North America,Master's,Y,N,4658,1968,Northeast,101356.75,Year,Y,Denied
69b547f107de1f89d642d86d,North America,Master's,N,N,141,1982,South,55100.68,Year,N,Certified
69b547f107de1f89d64303c5,Asia,Master's,N,N,1829,1998,Midwest,102793.6,Year,Y,Denied
69b547f107de1f89d642c5df,Asia,Master's,Y,N,4094,2001,Midwest,254361.39,Year,Y,Certified
69b547f107de1f89d642efdd,Asia,Master's,Y,N,3278,1901,Northeast,232389.85,Year,N,Certified
69b53d27c888b99764356766,North America,Bachelor's,Y,Y,696,2009,West,92776.49,Year,Y,Certified
69b53d26c888b99764352fcf,Asia,Bachelor's,N,N,1009,1838,West,889.7335,Hour,Y,Denied
69b53d26c888b997643530c0,Asia,Bachelor's,N,N,1738,2007,Midwest,58895.93,Year,Y,Certified
69b53d26c888b99764354132,Europe,Master's,Y,N,1704,1971,Midwest,97838.47,Year,Y,Certified
69b53d26c888b997643548c9,Europe,Master's,Y,N,1893,1908,Midwest,41579.85,Year,Y,Certified
69b547f107de1f89d642df2c,Asia,Master's,N,N,110,1995,Northeast,27174.9,Week,Y,Denied
69b53d26c888b997643550ba,Asia,Bachelor's,Y,N,3437,2007,Northeast,42185.68,Year,Y,Certified
69b53d26c888b997643555da,Asia,Master's,Y,N,645,1979,Island,72250.41,Year,Y,Certified
69b547f107de1f89d642dc60,Europe,High School,N,N,572,2012,West,123040.54,Year,N,Denied
69b53d27c888b99764356ade,Asia,Bachelor's,Y,N,1505,1993,South,6861.49,Year,Y,Certified
69b53d26c888b99764352e2c,North America,Bachelor's,N,N,1361,2004,South,92231.75,Year,Y,Certified
69b547f107de1f89d642c7dc,North America,Master's,Y,N,2475,2003,South,26530.15,Year,Y,Certified
69b547f107de1f89d642c63d,Europe,Bachelor's,Y,Y,390,1969,South,32694.85,Year,Y,Certified
69b547f107de1f89d642f436,Asia,Bachelor's,Y,N,317,1988,West,100054.49,Year,Y,Denied
69b53d26c888b99764355a0f,Asia,Bachelor's,Y,N,550,2013,West,118541.58,Year,Y,Certified
69b547f107de1f89d64302e6,Asia,Bachelor's,N,N,2071,2009,Northeast,135075.15,Year,Y,Denied
69b53d26c888b997643537e3,Asia,Bachelor's,Y,N,3589,1873,South,30973.32,Year,Y,Certified
69b53d26c888b9976435168f,Asia,High School,Y,N,2510,1920,Midwest,125323.7,Year,Y,Certified
69b53d26c888b99764355f7f,Asia,Master's,Y,N,1482,1997,Midwest,27069.76,Year,Y,Certified
69b547f107de1f89d642eef9,North America,High School,Y,N,1300,1987,South,870.6717,Hour,Y,Certified
69b53d26c888b99764355de3,Asia,High School,Y,N,2442,1999,South,16488.22,Year,Y,Certified
69b53d26c888b9976435516a,Asia,Bachelor's,Y,N,1879,1991,South,38545.56,Year,Y,Denied
69b547f107de1f89d642fe51,Asia,Master's,Y,N,4971,1978,West,72195.41,Year,Y,Denied
69b547f107de1f89d642b8ca,Europe,High School,N,Y,136,1951,Northeast,114876.29,Year,Y,Denied
69b547f107de1f89d642b517,Africa,Doctorate,N,N,63430,1974,South,81274.38,Year,Y,Denied
69b547f107de1f89d642d065,Asia,Master's,N,Y,1680,1991,West,102710.73,Year,Y,Certified
69b53d26c888b99764356053,Asia,Master's,N,N,2662,1885,South,91077.6,Year,N,Certified
69b547f107de1f89d642ccf8,Asia,Bachelor's,Y,N,1921,2000,West,71594.44,Year,Y,Denied
69b547f107de1f89d642fa78,Asia,Bachelor's,N,N,988,1984,West,111820.03,Year,Y,Denied
69b53d26c888b99764354d7b,Asia,Master's,N,N,419,2004,Midwest,71620.24,Year,N,Certified
69b547f107de1f89d642caf5,Asia,Bachelor's,N,N,16220,1994,Midwest,86889.87,Year,Y,Certified
69b547f107de1f89d642e44d,Asia,Bachelor's,Y,N,3646,2011,South,25268.61,Year,Y,Certified
69b53d26c888b9976435434b,Asia,Master's,N,N,1566,2009,West,76941.3,Year,N,Certified
69b53d26c888b99764355669,North America,Bachelor's,N,N,2709,2003,South,100280.48,Week,Y,Certified
69b547f107de1f89d642b2fa,Europe,Doctorate,N,N,1672,1982,Northeast,82562.68,Year,Y,Certified
69b547f107de1f89d642e116,Asia,Bachelor's,Y,N,5338,2005,West,61838.26,Year,Y,Certified
69b53d27c888b9976435678d,North America,Master's,Y,N,930,2004,South,51796.63,Year,Y,Certified
69b53d26c888b99764353caf,Asia,Bachelor's,Y,Y,1232,1992,Northeast,52181.5,Year,Y,Denied
69b547f107de1f89d642aec1,Asia,Master's,Y,N,230,1888,West,214629.56,Year,N,Certified
69b547f107de1f89d642ba6d,North America,Master's,Y,N,1400,1996,South,61052.31,Year,N,Certified
69b53d26c888b99764354c47,Asia,Master's,N,Y,428,2009,South,61737.14,Year,Y,Certified
69b53d26c888b99764355962,Asia,Master's,Y,N,2963,1968,South,63688.74,Year,Y,Certified
69b53d26c888b997643549c2,Asia,Doctorate,N,Y,3671,1999,South,120032.46,Year,Y,Denied
69b53d26c888b99764352fb2,Europe,Master's,Y,N,3623,1984,Northeast,25189.99,Year,Y,Certified
69b547f107de1f89d64300fa,North America,Bachelor's,Y,N,72,2010,Northeast,436.1899,Hour,Y,Denied
69b547f107de1f89d642ea8c,Asia,High School,N,N,3549,1886,Island,130706.81,Year,Y,Certified
69b547f107de1f89d642d35a,Asia,High School,Y,N,706,2003,Northeast,261.92,Year,Y,Denied
69b53d26c888b99764355a04,Europe,Master's,Y,N,3076,1978,South,56150.67,Year,Y,Certified
69b53d26c888b99764353960,Asia,Master's,Y,N,4642,1817,Northeast,62314.87,Year,Y,Certified
69b53d26c888b9976435514e,Asia,Bachelor's,N,N,2964,2004,South,100458.31,Year,Y,Denied
69b53d26c888b99764352099,Asia,High School,Y,N,1250,2006,South,21930.08,Year,Y,Denied
69b547f107de1f89d642f4e2,Asia,Master's,Y,N,2200,1994,Northeast,110837.77,Year,Y,Denied
69b547f107de1f89d642b841,Europe,Bachelor's,Y,N,5011,2010,West,100466.23,Year,Y,Denied
69b53d26c888b99764351ea3,Asia,High School,N,N,15671,2001,Midwest,155318.77,Year,Y,Certified
69b547f107de1f89d642c415,Europe,Doctorate,N,N,2997,1833,West,63100.22,Year,Y,Certified
69b547f107de1f89d642d46f,Asia,Bachelor's,Y,N,2517,2012,Midwest,82832.29,Year,Y,Certified
69b53d26c888b99764353694,Europe,Doctorate,N,N,2805,1998,West,2760.8,Year,Y,Certified
69b53d26c888b99764353ce9,Asia,Master's,N,N,4392,1969,South,78690.95,Year,Y,Certified
69b53d26c888b99764355e6d,Asia,High School,Y,N,1870,2004,West,85979.34,Year,Y,Certified
69b53d26c888b997643525ff,Europe,Doctorate,Y,N,1525,1947,West,3877.86,Year,Y,Certified
69b53d27c888b99764356e84,Asia,Bachelor's,N,N,3294,2007,Midwest,40836.21,Year,Y,Certified
69b53d27c888b99764357952,Asia,Bachelor's,N,Y,4376,1977,West,92363.32,Year,Y,Certified
69b53d26c888b99764352f85,Asia,Bachelor's,Y,Y,2436,2014,South,85781.67,Year,Y,Certified
69b53d26c888b99764352c62,North America,Master's,Y,N,1962,2007,West,140331.01,Year,N,Certified
69b53d27c888b997643577b6,Europe,Doctorate,N,N,62401,1896,Northeast,41758.94,Year,Y,Certified
69b53d26c888b99764354381,Asia,Doctorate,N,N,777,1885,Northeast,48948.28,Year,Y,Certified
69b53d27c888b99764356bcf,Europe,Doctorate,Y,N,4328,1977,Midwest,81055.9,Year,Y,Certified
69b53d27c888b997643576ea,Asia,Master's,Y,N,3377,2013,Northeast,96749.94,Year,N,Certified
69b547f107de1f89d642f78a,Asia,Bachelor's,N,N,2022,1924,Northeast,472.7602,Hour,Y,Denied
69b547f107de1f89d642c1a3,Europe,Master's,Y,N,166,1884,South,75598.15,Year,Y,Certified
69b547f107de1f89d642e070,Asia,Master's,Y,N,2985,2010,Midwest,133663.85,Year,Y,Certified
69b547f107de1f89d642ebd0,Asia,Master's,N,N,2104,1996,Northeast,6128.06,Year,N,Certified
69b547f107de1f89d642d27a,Asia,Bachelor's,Y,N,4912,2011,Midwest,51801.22,Year,Y,Certified
69b547f107de1f89d642d8eb,Asia,Master's,N,N,2277,2005,Northeast,109990.53,Year,Y,Certified
69b547f107de1f89d642d5da,Asia,Bachelor's,N,N,2551,1997,South,68417.49,Month,Y,Denied
69b547f107de1f89d642e6d4,Asia,High School,Y,N,300,1992,South,65114.98,Year,Y,Certified
69b53d26c888b99764352f2b,Asia,Bachelor's,Y,Y,1596,2011,West,59814.93,Year,Y,Certified
69b53d27c888b99764356629,Europe,Master's,Y,N,1582,1997,South,64495.7,Year,Y,Certified
69b547f107de1f89d642d00b,Europe,Master's,N,N,1016,1992,South,68818.62,Year,Y,Certified
69b547f107de1f89d642fde2,Asia,Master's,N,N,726,1853,South,111084.42,Year,Y,Denied
69b547f107de1f89d642ad92,Europe,Bachelor's,N,N,1036,1985,West,872.4254,Hour,Y,Certified
69b53d26c888b997643543f8,North America,Bachelor's,Y,N,1775,1991,Island,87915.99,Year,Y,Certified
69b53d27c888b99764357063,Europe,Doctorate,Y,N,1688,1839,Northeast,109348.88,Year,Y,Certified
69b53d26c888b9976435451c,Asia,Master's,Y,N,1681,1984,Northeast,138570.06,Year,Y,Certified
69b547f107de1f89d642cbd4,Asia,High School,N,N,1321,1985,South,89510.17,Year,Y,Denied
69b547f107de1f89d642a452,North America,Doctorate,Y,N,2317,1995,Island,41613.52,Year,Y,Certified
69b53d26c888b99764353c11,Asia,Bachelor's,Y,N,4655,2013,Northeast,85403.46,Year,Y,Certified
69b547f107de1f89d642a5ff,Asia,Master's,N,N,1876,1980,Northeast,37688.62,Year,Y,Denied
69b53d26c888b99764355961,Asia,Master's,Y,N,5287,1971,West,21229.23,Year,Y,Certified
69b547f107de1f89d642fde7,Asia,Bachelor's,N,Y,93,2007,Midwest,142932.16,Year,Y,Denied
69b547f107de1f89d642ab73,North America,Master's,Y,N,79245,1867,Island,70580.85,Year,Y,Certified
69b547f107de1f89d643067a,Asia,Bachelor's,N,N,2590,1993,Northeast,28110.99,Year,Y,Denied
69b547f107de1f89d6430526,Asia,Master's,Y,N,449,1903,West,35868.48,Year,Y,Denied
69b547f107de1f89d642d665,Asia,Master's,Y,N,2020,1861,Northeast,75874.11,Year,Y,Certified
69b53d26c888b9976435298e,Asia,Master's,Y,N,371,1928,South,111766.97,Year,Y,Certified
69b53d26c888b99764351853,Asia,Bachelor's,Y,N,2715,1948,South,117587.26,Year,Y,Certified
69b53d26c888b99764354c4d,Asia,Bachelor's,Y,N,789,1986,South,123437.83,Year,Y,Certified
69b53d26c888b99764352bd8,Europe,Master's,N,N,4216,1978,Northeast,13576.25,Year,Y,Certified
69b53d27c888b997643563c0,South America,Bachelor's,N,N,794,1999,Northeast,540.6463,Hour,Y,Denied
69b53d26c888b99764354b56,Asia,Doctorate,Y,N,996,1990,West,35751.12,Year,Y,Certified
69b547f107de1f89d642c96a,Asia,Bachelor's,Y,Y,1518,2001,Northeast,75669.52,Year,Y,Denied
69b53d27c888b99764356f07,Europe,Master's,N,N,2003,1983,Midwest,62464.04,Year,Y,Certified
69b547f107de1f89d642fd66,Asia,Master's,Y,N,1210,1888,West,127079.96,Year,N,Certified
69b53d26c888b99764353d65,Asia,High School,N,N,2734,2007,Island,108627.23,Year,Y,Denied
69b53d26c888b99764352852,North America,Master's,Y,N,1198,1981,Northeast,11816.98,Year,Y,Certified
69b53d26c888b99764352993,North America,Bachelor's,Y,N,2157,2012,West,41455.88,Year,Y,Denied
69b547f107de1f89d642b7d4,Asia,Master's,Y,N,3731,2002,Midwest,134721.8,Year,Y,Certified
69b53d26c888b99764354ed4,Asia,Bachelor's,N,N,1672,1984,Northeast,94976.15,Year,Y,Denied
69b547f107de1f89d642fb57,Asia,Master's,Y,N,636,1970,South,40330.76,Week,Y,Denied
69b53d26c888b9976435573e,Europe,Doctorate,N,N,1546,1997,South,110248.49,Year,Y,Certified
69b547f107de1f89d643026a,Asia,Bachelor's,Y,N,950,1999,West,166003.71,Year,Y,Certified
69b547f107de1f89d642ed3a,North America,High School,N,N,1551,1839,West,1200.61,Year,Y,Certified
69b547f107de1f89d642d9a0,South America,Master's,N,Y,1293,1990,South,77512.15,Year,Y,Denied
69b53d26c888b99764354d9f,Asia,Bachelor's,Y,N,75,1832,South,61071.24,Year,N,Denied
69b547f107de1f89d642af10,Europe,Doctorate,N,N,3009,2012,Northeast,81812.39,Year,Y,Certified
69b53d26c888b99764354a51,Asia,Bachelor's,N,N,1637,2001,West,80098.63,Year,Y,Denied
69b547f107de1f89d642cda0,Asia,Bachelor's,Y,N,2933,2001,West,114916.3,Year,Y,Denied
69b53d26c888b997643561ed,Europe,Bachelor's,N,N,3110,1996,West,128547.56,Year,Y,Certified
69b547f107de1f89d642b51d,Asia,Master's,N,N,4298,1993,Northeast,50834.53,Year,Y,Denied
69b53d27c888b99764357693,North America,Bachelor's,N,N,3818,1912,South,151684.26,Year,Y,Denied
69b547f107de1f89d642b291,Asia,Master's,Y,N,2374,1998,West,129632.27,Year,N,Certified
69b53d26c888b99764354b5c,Asia,High School,Y,Y,629,2007,Northeast,63672.28,Year,Y,Denied
69b53d26c888b99764355be2,Asia,Master's,Y,N,3438,1998,West,57222.86,Year,Y,Certified
69b547f107de1f89d642d4d2,Asia,Bachelor's,N,N,459,2001,South,89894.87,Year,Y,Denied
69b547f107de1f89d642bc1a,North America,Bachelor's,Y,N,138,1989,Northeast,60487.54,Year,Y,Denied
69b547f107de1f89d642a51a,North America,Master's,Y,N,48369,2007,West,53304.04,Year,Y,Certified
69b53d26c888b99764355b75,Asia,Bachelor's,N,Y,64,1989,Northeast,202743.02,Year,Y,Denied
69b53d26c888b99764355e4f,Asia,Bachelor's,N,N,1224,2001,West,165644.48,Year,Y,Certified
69b53d26c888b9976435620c,Asia,Bachelor's,Y,N,5238,1995,Northeast,7196.85,Year,Y,Denied
69b53d26c888b9976435599e,Asia,Bachelor's,N,N,1780,1838,South,22.7435,Hour,Y,Denied
69b547f107de1f89d6430352,Asia,Bachelor's,Y,N,1352,2000,West,72298.87,Year,N,Certified
69b53d27c888b9976435690d,North America,Bachelor's,Y,N,2817,1876,West,110339.19,Year,Y,Certified
69b53d26c888b997643518fc,Asia,Bachelor's,N,N,3656,1971,South,491.9991,Hour,Y,Certified
69b547f107de1f89d642b84a,Asia,Bachelor's,Y,N,1443,1991,Northeast,81066.91,Year,Y,Certified
69b547f107de1f89d642d8ae,Europe,Bachelor's,N,N,1861,2014,Northeast,94251.51,Year,Y,Certified
69b53d26c888b99764352421,North America,High School,Y,N,79838,2005,Northeast,133646.94,Year,N,Certified
69b53d26c888b99764354134,Asia,High School,Y,N,826,2005,Northeast,976.3034,Hour,Y,Denied
69b53d26c888b997643534e8,Asia,Doctorate,N,N,1315,2007,South,581.855,Hour,Y,Certified
69b53d27c888b99764356c0b,Asia,High School,N,N,426,1937,Midwest,93910.26,Year,Y,Certified
69b547f107de1f89d642c0d2,Europe,Master's,Y,N,2811,1977,Midwest,83502.66,Year,Y,Certified
69b53d26c888b99764351ec5,Asia,Master's,Y,N,2577,1984,Midwest,79026.05,Year,Y,Certified
69b547f107de1f89d642b6dd,Asia,Master's,Y,N,3424,1980,West,81096.92,Year,Y,Certified
69b53d26c888b99764352805,Asia,Master's,Y,N,1544,1997,Northeast,28935.69,Year,N,Certified
69b547f107de1f89d642b342,Europe,High School,Y,Y,2441,2003,South,192499.4,Year,Y,Denied
69b547f107de1f89d642ab25,Europe,Doctorate,N,N,1906,1999,West,60137.61,Year,Y,Certified
69b547f107de1f89d6430219,Asia,Bachelor's,N,N,4494,2007,Northeast,16867.53,Year,Y,Denied
69b53d26c888b99764354ead,Asia,Master's,N,N,5489,1977,Midwest,40900.6,Year,Y,Certified
69b547f107de1f89d642bf4d,South America,High School,N,N,2255,1879,Northeast,807.5226,Hour,Y,Certified
69b547f107de1f89d642df07,Asia,Bachelor's,Y,N,452,2000,South,172960.48,Year,Y,Certified
69b53d26c888b9976435229a,Asia,Bachelor's,Y,N,2516,2001,South,90149.76,Year,Y,Certified
69b53d26c888b997643533d2,Asia,Bachelor's,Y,N,2548,2004,South,51012.42,Year,Y,Denied
69b53d26c888b99764353011,Europe,Bachelor's,N,N,1420,2008,West,1259.39,Year,Y,Certified
69b547f107de1f89d642adbf,Asia,High School,N,N,1141,2000,West,283.4567,Hour,Y,Denied
69b53d27c888b99764356bc9,Asia,Master's,Y,N,1919,1999,Midwest,58744.25,Year,Y,Certified
69b547f107de1f89d643012b,Asia,Master's,N,Y,101,2013,West,175964.93,Year,Y,Certified
69b547f107de1f89d642ce2f,Asia,Master's,Y,N,4653,1989,South,153894.33,Year,N,Certified
69b53d26c888b9976435607a,Asia,Master's,Y,N,1535,1974,Midwest,125230.19,Year,Y,Certified
69b53d26c888b99764353b6e,Africa,Master's,N,N,657,1986,Midwest,102755.66,Year,N,Denied
69b53d26c888b99764354496,Asia,High School,Y,N,3260,2001,South,190523.51,Year,Y,Denied
69b547f107de1f89d642fc31,Europe,Bachelor's,N,N,173287,1997,South,91224.26,Week,Y,Certified
69b547f107de1f89d642ecd1,Asia,Master's,Y,N,1658,1985,Northeast,127085.06,Year,Y,Certified
69b547f107de1f89d642ce8b,Asia,Master's,N,Y,3771,1999,South,53909.06,Year,Y,Certified
69b547f107de1f89d642c9ae,North America,Bachelor's,N,N,1306,1872,Midwest,76216.95,Year,Y,Denied
69b547f107de1f89d642d903,Africa,Master's,Y,N,1313,1897,West,59311.97,Year,Y,Certified
69b53d26c888b99764355f62,Europe,Doctorate,N,N,1280,1885,South,59345.66,Year,Y,Denied
69b53d27c888b99764356be3,Asia,Bachelor's,N,N,1512,2007,South,90826.28,Year,Y,Denied
69b53d26c888b99764354f82,Asia,Bachelor's,Y,N,1793,2011,West,57644.02,Year,Y,Denied
69b53d26c888b9976435203b,Asia,Bachelor's,N,N,4083,2006,West,18819.3,Year,Y,Denied
69b547f107de1f89d642b04d,Asia,Bachelor's,N,N,802,2000,Midwest,112499.63,Year,Y,Denied
69b53d26c888b99764354075,Asia,Bachelor's,N,N,2821,1983,Midwest,78559.59,Year,Y,Certified
69b53d26c888b997643523bf,North America,Bachelor's,Y,N,3127,1997,Northeast,116737.45,Year,Y,Certified
69b547f107de1f89d642e4a6,Europe,Doctorate,N,N,10576,2012,West,6327.66,Year,Y,Certified
69b547f107de1f89d642bb36,Asia,Doctorate,Y,N,295,2012,South,49083.9,Year,Y,Certified
69b53d26c888b99764352cde,Asia,Master's,Y,N,4110,1994,South,73826.51,Year,Y,Certified
69b547f107de1f89d642c53e,Asia,High School,Y,N,2936,1956,West,125732.64,Year,Y,Denied
69b547f107de1f89d642d4fd,Asia,High School,Y,N,1162,2013,West,91157.79,Year,Y,Denied
69b53d26c888b99764351f78,Asia,Bachelor's,N,N,1871,1965,West,108565.0,Year,Y,Denied
69b53d26c888b99764351f8b,Asia,Bachelor's,N,N,1896,1911,Northeast,6690.67,Year,Y,Denied
69b547f107de1f89d642c515,Asia,Master's,N,N,3640,1988,Midwest,129554.24,Year,Y,Certified
69b547f107de1f89d642d398,Asia,Master's,N,N,3781,1984,South,102892.21,Year,N,Certified
69b53d26c888b997643524fb,Europe,Doctorate,Y,N,366,1909,Northeast,39712.14,Year,Y,Certified
69b547f107de1f89d642abf5,Asia,Bachelor's,Y,N,2667,1963,Midwest,69085.63,Year,Y,Certified
69b547f107de1f89d6430570,Asia,Master's,N,N,669,1984,Midwest,160305.07,Year,N,Denied
69b547f107de1f89d642af2a,North America,Master's,Y,N,3399,2003,Midwest,130671.23,Year,N,Certified
69b53d27c888b9976435761f,Europe,Doctorate,Y,Y,501,2002,South,54809.81,Year,Y,Certified
69b53d26c888b99764353f20,Asia,Master's,Y,N,1706,2007,South,71197.31,Year,N,Denied
69b547f107de1f89d643053b,Europe,Master's,Y,N,2558,2000,Northeast,7480.44,Year,Y,Certified
69b547f107de1f89d642fdb8,Europe,Doctorate,Y,N,1260,1963,Northeast,8982.32,Year,Y,Certified
69b547f107de1f89d642e205,Europe,Doctorate,Y,N,839,1989,South,23539.21,Year,Y,Certified
69b53d26c888b99764354b16,Asia,Master's,N,N,1809,2005,Northeast,39646.92,Year,Y,Denied
69b547f107de1f89d642dd73,Asia,Doctorate,N,N,1139,2006,Northeast,76128.75,Year,Y,Certified
69b547f107de1f89d642ae15,Asia,Bachelor's,Y,N,2300,2006,West,94386.89,Year,Y,Certified
69b53d26c888b997643552b3,North America,Bachelor's,Y,N,1024,1937,West,94347.51,Year,N,Certified
69b547f107de1f89d642d6d1,Asia,Master's,N,N,2469,2005,South,102853.93,Year,Y,Denied
69b53d26c888b9976435511c,Asia,Master's,Y,N,1121,1870,Midwest,135673.41,Year,Y,Certified
69b547f107de1f89d642a5e4,North America,Bachelor's,Y,N,211,2003,Northeast,23945.38,Year,Y,Certified
69b53d26c888b99764355b43,Europe,Master's,N,N,3490,2010,South,227.114,Hour,Y,Certified
69b53d26c888b99764354168,Asia,Master's,N,N,704,2004,Northeast,127403.07,Year,N,Certified
69b547f107de1f89d642ad77,Asia,Master's,N,Y,2187,2008,West,54175.98,Year,Y,Denied
69b547f107de1f89d642f0e9,Asia,Bachelor's,N,Y,1306,1952,Midwest,71893.49,Year,Y,Denied
69b547f107de1f89d642ae58,Asia,Doctorate,N,N,1905,1932,South,285.1525,Hour,Y,Denied
69b547f107de1f89d642ccc9,Europe,Master's,N,N,1359,1991,West,82306.11,Year,Y,Certified
69b547f107de1f89d642ec93,Asia,Bachelor's,N,N,1158,2013,South,48630.05,Year,Y,Denied
69b53d26c888b99764354db8,Asia,Master's,Y,N,1409,2009,South,88653.35,Year,Y,Certified
69b53d26c888b9976435295d,Asia,Master's,N,N,781,1868,Northeast,85701.17,Year,Y,Certified
69b547f107de1f89d642dc4e,Europe,Master's,Y,N,1608,1998,Northeast,82064.84,Year,Y,Certified
69b53d26c888b99764352d0f,Asia,High School,Y,N,4445,1933,South,30135.72,Year,Y,Denied
69b547f107de1f89d642b26d,Asia,Master's,N,N,6633,1973,South,448.9782,Hour,Y,Denied
69b547f107de1f89d642ee39,Asia,Master's,N,N,2332,2005,South,765.169,Hour,Y,Denied
69b53d27c888b99764356414,Asia,Bachelor's,Y,N,1241,2003,West,130983.03,Year,Y,Certified
69b53d26c888b99764354323,Asia,High School,Y,N,918,1987,South,626.7561,Hour,Y,Denied
69b547f107de1f89d642b03a,Asia,Bachelor's,Y,N,1652,2013,South,77184.46,Year,Y,Certified
69b547f107de1f89d642fb46,Asia,High School,Y,N,2697,1999,South,45510.62,Year,Y,Denied
69b53d26c888b99764352a6f,Asia,Master's,Y,N,3564,1996,Midwest,100743.27,Year,Y,Certified
69b547f107de1f89d642ffcb,Asia,High School,Y,N,190,2003,South,28490.07,Year,Y,Denied
69b53d26c888b99764352ecb,Asia,Bachelor's,Y,N,875,1995,West,122993.83,Year,Y,Denied
69b547f107de1f89d642b6c1,Asia,Bachelor's,Y,N,961,1988,Midwest,270799.93,Year,Y,Certified
69b547f107de1f89d642defe,Asia,Bachelor's,Y,Y,1856,1998,West,88424.47,Year,Y,Certified
69b547f107de1f89d642f2b8,Europe,Master's,N,N,2344,2007,West,2633.66,Year,Y,Certified
69b547f107de1f89d642ca4d,Asia,Bachelor's,Y,N,5298,1991,Midwest,47179.41,Year,Y,Denied
69b547f107de1f89d642b3b0,Africa,Bachelor's,Y,N,4211,1992,Northeast,49337.69,Year,Y,Certified
69b547f107de1f89d642f870,Asia,Bachelor's,Y,N,2610,1923,South,68745.61,Year,Y,Denied
69b547f107de1f89d642eeb6,Asia,High School,N,N,105,2000,Northeast,22330.28,Year,Y,Certified
69b53d26c888b9976435249a,Asia,Doctorate,Y,N,1429,2008,Midwest,139111.82,Year,Y,Certified
69b53d26c888b99764356085,Asia,Bachelor's,N,Y,2024,1978,South,106032.8,Year,Y,Certified
69b53d27c888b9976435664c,Asia,Bachelor's,Y,N,50,1998,South,63485.6,Year,Y,Denied
69b547f107de1f89d642a8cb,Asia,Bachelor's,Y,N,3101,1992,West,101535.52,Year,Y,Certified
69b547f107de1f89d642eee4,Asia,Bachelor's,Y,N,2324,1830,West,31109.19,Year,Y,Denied
69b53d26c888b99764351c80,Asia,Bachelor's,N,Y,2012,2012,West,93617.38,Year,Y,Denied
69b547f107de1f89d642ab2e,Asia,Master's,Y,N,516,1986,Midwest,156500.0,Year,Y,Certified
69b547f107de1f89d642e403,Asia,High School,N,N,514,2005,South,23811.76,Year,Y,Denied
69b547f107de1f89d642abbc,Asia,Bachelor's,N,N,1725,1971,Northeast,112557.69,Year,N,Denied
69b53d26c888b99764352223,Asia,Master's,N,N,60,1919,South,56553.54,Year,N,Denied
69b53d27c888b99764356ad6,Asia,Bachelor's,N,N,1314,2008,West,126992.77,Year,Y,Certified
69b53d26c888b99764353637,Asia,Master's,N,N,1325,1971,Northeast,335.5486,Hour,Y,Certified
69b547f107de1f89d642df5b,Europe,Doctorate,Y,Y,1899,1977,Northeast,77760.86,Year,Y,Denied
69b53d26c888b99764354ac8,Asia,Master's,N,N,2843,2004,South,87519.31,Year,Y,Denied
69b547f107de1f89d642dce1,North America,Master's,N,N,2574,1999,Midwest,91679.8,Year,N,Certified
69b547f107de1f89d642ffb6,Asia,Bachelor's,N,N,382,1978,Midwest,915.1075,Hour,Y,Denied
